视物模糊,视力模糊,640000|3000000|366000
配子,生殖细胞,262000|2400000|5310
痉挛,眼睑痉挛,23300000|506000|97800
变卖,眼,5190000|497000000|554000
打喷嚏,喷嚏,5230000|8540000|52100
口腔溃疡,捕风捉影,4240000|1050000|1220
乳腺增生,匙子,5910000|412000|103000
脚癣,香港脚,558000|2050000|10600
脊柱弯曲,脊柱后侧凸,406000|651000|59300
持续性咳嗽,咳嗽,739000|38700000|74900
心源性胸痛,发作性胸痛,314000|603000|14100
心动过速,妊娠中毒,2610000|4500000|6070
毕露,牙结石,4250000|2500000|1990
鼻衄,鼻出血,467000|3050000|17000
低分子蛋白尿,蛋白尿,255000|4670000|23300
胆矾,硫酸铜,445000|1760000|4080
艾滋病,获得性免疫缺陷综合征,20300000|512000|33200
心跳过速,室上性心动过速,505000|2190000|107000
色素沉着,粗放,1960000|3010000|711
继发性便秘,便秘,691000|53200000|70600
咽部异物感,咽部异物,614000|944000|109000
阴囊肿大,新生儿破伤风,3960000|561000|856000
腰骶疼痛,崇山峻岭,610000|1280000|337
干咳,咳嗽,3880000|38700000|48900
瘰疬,斑秃,404000|2460000|55300
甲状腺结节,视物模糊,600000|640000|111000
瞳子,瞳孔,940000|13700000|3980
肾损伤,得寸进尺,597000|1550000|6240
腰酸背痛,腰酸,460000|9140000|46000
符咒,七日风,4170000|34800000|90800
心衰,冰霜,2850000|4920000|3430
肛门不适,贬损,609000|658000|279
精神疾病,精神病,5640000|33900000|78100
绞窄性肠梗阻,肠梗阻,171000|2460000|19100
放疗,肌张力障碍,3620000|946000|54700
轻度咳嗽,抑郁,757000|38600000|723000
晕动症,晕动病,464000|798000|76700
黄体酮,孕酮,2700000|7240000|66500
明器,冥器,232000|418000|85200
坏死性乳头炎,告老,1480000|1420000|5
肌肉劳损,雕像,1120000|18900000|819
囟会,囟门,398000|2390000|7610
保护国,舌苔黄,95200000|774000|14800
上腹部包块,飞檐,397000|994000|354
脂肪浸润,肝内脂肪浸润,548000|401000|39200
倒数,舌苔薄白,14200000|499000|547
长编,妊娠呕吐,47200000|630000|222000
溺水,大黄鱼,14400000|981000|3930
皮肤坏死,皮肤破损,497000|487000|119000
免疫损害,免疫力低下,564000|598000|67900
水肿,黄斑水肿,17100000|482000|56000
肾髓质坏死,肾乳头坏死,165000|505000|5560
前列腺增大,前列腺肥大,452000|1530000|72000
糖尿,糖尿病,3930000|80800000|48300
抽动症,抽动秽语综合征,1650000|97400|9860
吊竹梅,红莲,170000|5960000|8640
剧烈头痛,头痛加重,636000|678000|42500
兵工,不典型胸痛,9960000|298000|103
体香,富有,2300000|55800000|190000
痰血,咯血,726000|1910000|48800
泌尿系感染,泌尿系统感染,1220000|841000|204000
麻风,大风,2390000|20300000|5050
保险套,安全套,4580000|15200000|40900
恶心,偶有恶心,43300000|1030000|50400
疥疮,疥,1590000|1630000|15500
脑缺血,短暂性脑缺血,2430000|872000|123000
复胃,尿血,533000|1930000|137000
厂区,呼吸急促,6950000|2330000|35800
心律失常,心律不整,2280000|469000|2090
长叹,眼底病变,4750000|661000|164
侵蚀性溃疡,多囊病,579000|1560000|489000
车行道,静脉曲张,623000|5020000|12200
铁锈色痰,黄痰,146000|820000|12800
尖锐湿疣,生殖器疣,8140000|2070000|130000
小儿咳嗽,咳嗽,3230000|38700000|109000
面肌萎缩,肌萎缩,2530000|3800000|304000
紫癜,侧线,4060000|967000|777
肛门松弛,肛门不适,528000|608000|24600
搏动性头痛,白蜡虫,609000|280000|1580
佝偻病,缺钙,1780000|5260000|280000
外耳道炎,外耳道疖,889000|279000|8450
放射性直肠,多元论,397000|128000|40
口燥咽干,发抖,2540000|10100000|4160
眼干,结膜干燥,1540000|564000|11300
盗劫,震颤,84200|5260000|24400
大小便失禁,二便失禁,644000|453000|27800
持续性咳嗽,肾母细胞瘤,825000|1960000|115000
搏动性头痛,头痛,609000|38500000|60700
肝细胞内脂肪堆积过多,脂肪堆积,238000|1640000|16600
分数线,心源性猝死,14400000|836000|20300
免疫球蛋白缺乏,赤潮,1630000|1110000|412
尿血,肉眼血尿,1930000|199000|54500
水肿,急性肺水肿,17100000|1140000|173000
胃功能紊乱,免疫缺陷病,483000|2600000|199000
缺血,贫血,6930000|18900000|71700
猩红热样皮疹,猩红热,149000|737000|20600
喉痛,不可知论,7510000|185000|34
眼睑痉挛,拜师,506000|58700000|114
低血钾,低血钾症,3070000|2950000|278000
先天性无子宫,子宫异常,674000|2210000|79700
慢性进行性舞蹈病,亨廷顿病,181000|141000|1140
右心功能不全,心功能不全,759000|1260000|71900
沉香,脂肪浸润,8810000|548000|1580
口燥咽干,口干,2540000|7510000|182000
白细胞减少,白细胞减少症,464000|469000|46100
胆囊结石,胆结石,1630000|2670000|164000
痤疮样皮疹,痤疮,432000|9270000|80500
妊娠中毒,妊娠呕吐,4350000|630000|77100
肢端硬化,肢端肥大症,241000|211000|16100
兔热病,耽搁,542000|4790000|10000
腹绞痛综合征,肠绞痛,385000|877000|60300
肠功能紊乱,碉楼,695000|771000|210
内风,肝风,60100000|933000|62400
海藻,海草,20500000|3590000|64200
