视物模糊,视力模糊,2890000|6640000|9730
配子,生殖细胞,4010000|6010000|5540
痉挛,眼睑痉挛,64100000|1240000|217000
变卖,眼,17700000|100000000|16800
打喷嚏,喷嚏,28900000|53800000|901000
口腔溃疡,捕风捉影,71600000|5430000|549
乳腺增生,匙子,46200000|384000|3
脚癣,香港脚,3200000|2320000|156000
脊柱弯曲,脊柱后侧凸,5030000|164000|84200
持续性咳嗽,咳嗽,3780000|100000000|55600
心源性胸痛,发作性胸痛,1940000|286000|20300
心动过速,妊娠中毒,12300000|9180000|169000
毕露,牙结石,22900000|6140000|608
鼻衄,鼻出血,4070000|11500000|23200
低分子蛋白尿,蛋白尿,1150000|11500000|10200
胆矾,硫酸铜,1740000|11900000|5480
艾滋病,获得性免疫缺陷综合征,65600000|1630000|153000
心跳过速,室上性心动过速,3230000|2080000|211000
色素沉着,粗放,16300000|28400000|135
继发性便秘,便秘,670000|92500000|23400
咽部异物感,咽部异物,2560000|4400000|292000
阴囊肿大,新生儿破伤风,6080000|3020000|66000
腰骶疼痛,崇山峻岭,3320000|2780000|
干咳,咳嗽,16500000|100000000|551000
瘰疬,斑秃,5150000|69000000|126000
甲状腺结节,视物模糊,69200000|2890000|50200
瞳子,瞳孔,3610000|35200000|2260
肾损伤,得寸进尺,4220000|11700000|8
腰酸背痛,腰酸,15300000|39800000|714000
符咒,七日风,9170000|34900|3
心衰,冰霜,16900000|23900000|3210
肛门不适,贬损,4630000|4270000|159
精神疾病,精神病,22700000|77900000|817000
绞窄性肠梗阻,肠梗阻,605000|16400000|59300
放疗,肌张力障碍,28100000|1430000|7490
轻度咳嗽,抑郁,4510000|84100000|96100
晕动症,晕动病,760000|3150000|479
黄体酮,孕酮,72700000|29800000|531000
明器,冥器,1300000|515000|559
坏死性乳头炎,告老,218000|8000000|10
肌肉劳损,雕像,1990000|49800000|433
囟会,囟门,138000|5900000|8070
保护国,舌苔黄,381000|3390000|11
上腹部包块,飞檐,1740000|15000000|18
脂肪浸润,肝内脂肪浸润,3520000|1730000|174000
倒数,舌苔薄白,86400000|3270000|954
长编,妊娠呕吐,2610000|14100000|103
溺水,大黄鱼,44700000|3040000|3600
皮肤坏死,皮肤破损,4870000|4230000|42100
免疫损害,免疫力低下,1060000|6640000|52600
水肿,黄斑水肿,89800000|1970000|254000
肾髓质坏死,肾乳头坏死,427000|382000|19500
前列腺增大,前列腺肥大,2920000|11000000|290000
糖尿,糖尿病,98000000|98400000|8820000
抽动症,抽动秽语综合征,68700000|2170000|145000
吊竹梅,红莲,430000|23300000|1070
剧烈头痛,头痛加重,3370000|8220000|503000
兵工,不典型胸痛,5900000|1060000|10
体香,富有,7170000|100000000|102000
痰血,咯血,1190000|9780000|30100
泌尿系感染,泌尿系统感染,7000000|6600000|262000
麻风,大风,12500000|78600000|4840
保险套,安全套,2530000|44000000|422000
恶心,偶有恶心,100000000|2060000|14700
疥疮,疥,10600000|16400000|355000
脑缺血,短暂性脑缺血,6560000|1990000|173000
复胃,尿血,420000|9910000|7
厂区,呼吸急促,61100000|5540000|12500
心律失常,心律不整,36600000|1060000|54100
长叹,眼底病变,20600000|5470000|317
侵蚀性溃疡,多囊病,1350000|90500|12
车行道,静脉曲张,7370000|39400000|148
铁锈色痰,黄痰,764000|3790000|5070
尖锐湿疣,生殖器疣,30400000|3900000|189000
小儿咳嗽,咳嗽,16700000|100000000|2050000
面肌萎缩,肌萎缩,1380000|3570000|3060
紫癜,侧线,23400000|1680000|216
肛门松弛,肛门不适,4660000|4630000|49300
搏动性头痛,白蜡虫,5450000|444000|
佝偻病,缺钙,17300000|41200000|250000
外耳道炎,外耳道疖,3250000|628000|37600
放射性直肠,多元论,2350000|579000|1
口燥咽干,发抖,2100000|48700000|10700
眼干,结膜干燥,5390000|1360000|25900
盗劫,震颤,654000|23100000|1770
大小便失禁,二便失禁,3550000|474000|25700
持续性咳嗽,肾母细胞瘤,3780000|784000|1850
搏动性头痛,头痛,5450000|99500000|5270000
肝细胞内脂肪堆积过多,脂肪堆积,242000|5490000|21500
分数线,心源性猝死,84800000|916000|127
免疫球蛋白缺乏,赤潮,257000|2580000|127
尿血,肉眼血尿,9910000|2440000|61500
水肿,急性肺水肿,89800000|1010000|23200
胃功能紊乱,免疫缺陷病,18800000|2940000|190000
缺血,贫血,51400000|90900000|681000
猩红热样皮疹,猩红热,323000|4080000|32200
喉痛,不可知论,5380000|2120000|
眼睑痉挛,拜师,1240000|33100000|6
低血钾,低血钾症,2080000|3880000|216000
先天性无子宫,子宫异常,5940000|21500000|548000
慢性进行性舞蹈病,亨廷顿病,4240|1470000|1380
右心功能不全,心功能不全,1510000|9290000|16700
沉香,脂肪浸润,41800000|3520000|11100
口燥咽干,口干,2100000|36700000|6590
白细胞减少,白细胞减少症,6410000|2340000|244000
胆囊结石,胆结石,6040000|29100000|476000
痤疮样皮疹,痤疮,864000|64600000|102000
妊娠中毒,妊娠呕吐,9180000|14100000|49400
肢端硬化,肢端肥大症,376000|3470000|140000
兔热病,耽搁,3240000|20700000|4
腹绞痛综合征,肠绞痛,1940000|3540000|21400
肠功能紊乱,碉楼,11000000|4090000|158
内风,肝风,4380000|2240000|1700
海藻,海草,29600000|4140000|48200
复杂性醉酒,难治性贫血,349000|346000|809
冰片,龙脑,9250000|2350000|3490
免疫损害,免疫力低下,1060000|6640000|52600
产褥期精神病,苍劲,212000|9540000|9
病态窦房结综合征,病窦综合征,1460000|249000|562
急性呼吸困难,呼吸困难,4980000|14600000|103000
步态不稳,走路不稳,340000|3430000|12000
老视,老花眼,21300000|4530000|22200
反射性呕吐,呕吐,5050000|99600000|48500
